encounter_name,trainer_name,trainer_class,trainer_class_id,trainer_pic,match_source
TRAINER_PKMN_TRAINER_CHEREN_16,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_17,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_18,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_GAME_FREAK_MORIMOTO,MORIMOTO,TRAINER_CLASS_GAME_FREAK,97,,
TRAINER_MAID_TANYA,TANYA,TRAINER_CLASS_MAID,87,TRAINER_PIC_BW_MAID,trainer_class_id
TRAINER_BIKER_MORGANN,MORGANN,TRAINER_CLASS_BIKER,72,TRAINER_PIC_BW_BIKER,trainer_class_id
TRAINER_BIKER_JEREMY,JEREMY,TRAINER_CLASS_BIKER,72,TRAINER_PIC_BW_BIKER,trainer_class_id
TRAINER_NURSE_SHERY,SHERY,TRAINER_CLASS_NURSE,62,TRAINER_PIC_BW_NURSE,trainer_class_id
TRAINER_THE_RICHES_SUSAN,SUSAN,TRAINER_CLASS_THE_RICHES,98,,
TRAINER_THE_RICHES_MILES,MILES,TRAINER_CLASS_THE_RICHES,99,,
TRAINER_PKMN_RANGER_F_MYLENE,MYLENE,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_M_JADEN,JADEN,TRAINER_CLASS_PKMN_RANGER_M,24,TRAINER_PIC_BW_POKEMON_RANGER_M,trainer_class_id
TRAINER_BAKER_CHRIS,CHRIS,TRAINER_CLASS_BAKER,34,TRAINER_PIC_BW_BAKER,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_35,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_36,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_37,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_38,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_39,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_40,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_PKMN_TRAINER_TRAINER_558,,TRAINER_CLASS_PKMN_TRAINER,40,TRAINER_PIC_BW_N,trainer_class_id
TRAINER_PKMN_TRAINER_TRAINER_559,,TRAINER_CLASS_PKMN_TRAINER,40,TRAINER_PIC_BW_N,trainer_class_id
TRAINER_PKMN_TRAINER_TRAINER_560,,TRAINER_CLASS_PKMN_TRAINER,40,TRAINER_PIC_BW_N,trainer_class_id
TRAINER_PKMN_TRAINER_TRAINER_561,,TRAINER_CLASS_PKMN_TRAINER,40,TRAINER_PIC_BW_N,trainer_class_id
TRAINER_VETERAN_M_TRAINER_562,,TRAINER_CLASS_VETERAN_M,70,TRAINER_PIC_BW_VETERAN_M,trainer_class_id
TRAINER_ELITE_FOUR_SHAUNTAL_2,SHAUNTAL,TRAINER_CLASS_ELITE_FOUR,78,TRAINER_PIC_BW_SHAUNTAL,trainer_name
TRAINER_ELITE_FOUR_MARSHAL_2,MARSHAL,TRAINER_CLASS_ELITE_FOUR,79,TRAINER_PIC_BW_MARSHAL,trainer_name
TRAINER_ELITE_FOUR_GRIMSLEY_2,GRIMSLEY,TRAINER_CLASS_ELITE_FOUR,80,TRAINER_PIC_BW_GRIMSLEY,trainer_name
TRAINER_ELITE_FOUR_CAITLIN_2,CAITLIN,TRAINER_CLASS_ELITE_FOUR,81,TRAINER_PIC_BW_CAITLIN,trainer_name
TRAINER_PKMN_TRAINER_CYNTHIA,CYNTHIA,TRAINER_CLASS_PKMN_TRAINER,100,TRAINER_PIC_BW_CYNTHIA,trainer_name
TRAINER_SWIMMER_M_MATT,MATT,TRAINER_CLASS_SWIMMER_M,84,TRAINER_PIC_BW_SWIMMER_M,trainer_class_id
TRAINER_SWIMMER_M_BART,BART,TRAINER_CLASS_SWIMMER_M,84,TRAINER_PIC_BW_SWIMMER_M,trainer_class_id
TRAINER_SWIMMER_M_TIM,TIM,TRAINER_CLASS_SWIMMER_M,84,TRAINER_PIC_BW_SWIMMER_M,trainer_class_id
TRAINER_SWIMMER_F_REBECCA,REBECCA,TRAINER_CLASS_SWIMMER_F,85,TRAINER_PIC_BW_SWIMMER_F,trainer_class_id
TRAINER_SWIMMER_F_TYRA,TYRA,TRAINER_CLASS_SWIMMER_F,85,TRAINER_PIC_BW_SWIMMER_F,trainer_class_id
TRAINER_SWIMMER_F_LARISSA,LARISSA,TRAINER_CLASS_SWIMMER_F,85,TRAINER_PIC_BW_SWIMMER_F,trainer_class_id
TRAINER_LASS_MAKI,MAKI,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_YOUNGSTER_WES,WES,TRAINER_CLASS_YOUNGSTER,2,TRAINER_PIC_BW_YOUNGSTER,trainer_class_id
TRAINER_YOUNGSTER_LESTER,LESTER,TRAINER_CLASS_YOUNGSTER,2,TRAINER_PIC_BW_YOUNGSTER,trainer_class_id
TRAINER_BACKPACKER_F_VICKI,VICKI,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_BACKPACKER_M_TORU,TORU,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_SCHOOL_KID_F_SERENA,SERENA,TRAINER_CLASS_SCHOOL_KID_F,5,TRAINER_PIC_BW_SCHOOL_KID_F,trainer_class_id
TRAINER_SCIENTIST_SHANNON,SHANNON,TRAINER_CLASS_SCIENTIST,46,TRAINER_PIC_BW_SCIENTIST_F,trainer_class_id
TRAINER_LASS_LURLEEN,LURLEEN,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_PKMN_RANGER_F_CHLORIS,CHLORIS,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_M_HARRY,HARRY,TRAINER_CLASS_PKMN_RANGER_M,24,TRAINER_PIC_BW_POKEMON_RANGER_M,trainer_class_id
TRAINER_FISHERMAN_DAMON,DAMON,TRAINER_CLASS_FISHERMAN,29,TRAINER_PIC_BW_FISHERMAN,trainer_class_id
TRAINER_PARASOL_LADY_MARIAH,MARIAH,TRAINER_CLASS_PARASOL_LADY,65,TRAINER_PIC_BW_PARASOL_LADY,trainer_class_id
TRAINER_TEAM_PLASMA_N_3,N,TRAINER_CLASS_TEAM_PLASMA,101,TRAINER_PIC_BW_N,trainer_name
TRAINER_TEAM_PLASMA_N_4,N,TRAINER_CLASS_TEAM_PLASMA,101,TRAINER_PIC_BW_N,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_19,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_20,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_21,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_22,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_23,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_24,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_16,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_17,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_PKMN_TRAINER_BIANCA_18,BIANCA,TRAINER_CLASS_PKMN_TRAINER,38,TRAINER_PIC_BW_BIANCA,trainer_name
TRAINER_TEAM_PLASMA_GRUNT_41,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_42,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_43,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_DANCER_MICKEY,MICKEY,TRAINER_CLASS_DANCER,31,TRAINER_PIC_BW_DANCER,trainer_class_id
TRAINER_DANCER_RAYMOND,RAYMOND,TRAINER_CLASS_DANCER,31,TRAINER_PIC_BW_DANCER,trainer_class_id
TRAINER_DANCER_EDMOND,EDMOND,TRAINER_CLASS_DANCER,31,TRAINER_PIC_BW_DANCER,trainer_class_id
TRAINER_MOTORCYCLIST_CHARLES_2,CHARLES,TRAINER_CLASS_MOTORCYCLIST,92,,
TRAINER_ACE_TRAINER_M_EILEEN_2,EILEEN,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_LOU_2,LOU,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_ACE_TRAINER_F_ELMER,ELMER,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_ACE_TRAINER_F_ELMER_2,ELMER,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_ACE_TRAINER_M_GLINDA,GLINDA,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_M_GLINDA_2,GLINDA,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_44,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_45,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_46,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_DOCTOR_JERRY,JERRY,TRAINER_CLASS_DOCTOR,61,TRAINER_PIC_BW_DOCTOR,trainer_class_id
TRAINER_SUBWAY_BOSS_EMMET,EMMET,TRAINER_CLASS_SUBWAY_BOSS,102,TRAINER_PIC_BW_EMMET,trainer_name
TRAINER_ROUGHNECK_JOHNNY,JOHNNY,TRAINER_CLASS_ROUGHNECK,57,TRAINER_PIC_BW_ROUGHNECK,trainer_class_id
